atk_ko,move,def_ko,turns_to_ko
저승갓숭,암석봉인,다크펫,6
저승갓숭,암석봉인,더시마사리,27
저승갓숭,암석봉인,핫삼,10
저승갓숭,암석봉인,오롱털,7
저승갓숭,암석봉인,픽시,18
저승갓숭,암석봉인,카디나르마,5
저승갓숭,암석봉인,앱솔,6
저승갓숭,암석봉인,찌리배리,28
저승갓숭,암석봉인,맘모꾸리,9
저승갓숭,암석봉인,파라블레이즈,4
저승갓숭,암석봉인,패리퍼,4
저승갓숭,암석봉인,찌르호크,7
저승갓숭,암석봉인,대검귀,8
저승갓숭,암석봉인,마기라스,24
저승갓숭,암석봉인,이어롭,9
저승갓숭,암석봉인,플라엣테,8
저승갓숭,암석봉인,배바닐라,4
저승갓숭,암석봉인,드래펄트,7
저승갓숭,암석봉인,입치트,18
저승갓숭,암석봉인,메가니움,11
저승갓숭,암석봉인,메타몽,5
저승갓숭,암석봉인,이상해꽃,8
저승갓숭,암석봉인,밀로틱,20
저승갓숭,암석봉인,스코빌런,4
저승갓숭,암석봉인,아쿠스타,7
저승갓숭,암석봉인,몰드류,29
저승갓숭,암석봉인,조로아크(히스이),6
저승갓숭,암석봉인,미끄래곤(히스이),40
저승갓숭,암석봉인,잠만보,22
저승갓숭,암석봉인,무장조,15
저승갓숭,암석봉인,클레스퍼트라,7
저승갓숭,암석봉인,창파나이트,15
저승갓숭,암석봉인,우츠보트,8
저승갓숭,암석봉인,가라르야도킹,19
저승갓숭,암석봉인,깜까미,7
저승갓숭,암석봉인,엘풍,7
저승갓숭,암석봉인,스트린더(하이),7
저승갓숭,암석봉인,샤미드,21
저승갓숭,암석봉인,사마자르,4
저승갓숭,암석봉인,인텔리레온,6
저승갓숭,암석봉인,깨비물거미,5
저승갓숭,암석봉인,가디안,6
저승갓숭,암석봉인,왕구리,8
저승갓숭,암석봉인,엘레이드,11
저승갓숭,암석봉인,브리무음,8
저승갓숭,암석봉인,눈여아,4
저승갓숭,암석봉인,어흥염,8
저승갓숭,암석봉인,마릴리,10
저승갓숭,암석봉인,올리르바,9
저승갓숭,암석봉인,스트린더(로우),7
저승갓숭,암석봉인,펜드라,4
저승갓숭,암석봉인,화염레오,4
저승갓숭,암석봉인,윈디(히스이),4
저승갓숭,암석봉인,캥카,9
저승갓숭,암석봉인,꿈트렁,25
저승갓숭,암석봉인,에써르(암컷),6
저승갓숭,암석봉인,후딘,5
저승갓숭,암석봉인,드래캄,7
저승갓숭,인파이트,보만다,9
저승갓숭,인파이트,한카리아스,3
저승갓숭,인파이트,누리레느,5
저승갓숭,인파이트,갑주무사,6
저승갓숭,인파이트,하마돈,5
저승갓숭,인파이트,루카리오,2
저승갓숭,인파이트,드닐레이브,2
저승갓숭,인파이트,브리두라스,2
저승갓숭,인파이트,타부자고,무효
저승갓숭,인파이트,따라큐,무효
저승갓숭,인파이트,고릴타,3
저승갓숭,인파이트,킬가르도,무효
저승갓숭,인파이트,마스카나,1
저승갓숭,인파이트,갸라도스,7
저승갓숭,인파이트,아머까오,4
저승갓숭,인파이트,킬라플로르,3
저승갓숭,인파이트,대쓰여너,무효
저승갓숭,인파이트,리자몽,5
저승갓숭,인파이트,포푸니크,4
저승갓숭,인파이트,개굴닌자,2
저승갓숭,인파이트,에이스번,2
저승갓숭,인파이트,알로라 나인테일,2
저승갓숭,인파이트,에써르(수컷),2
저승갓숭,인파이트,워시로토무,3
저승갓숭,인파이트,불카모스,6
저승갓숭,인파이트,빠르모트,2
저승갓숭,인파이트,라우드본,무효
저승갓숭,인파이트,삼삼드래,2
저승갓숭,인파이트,메타그로스,3
저승갓숭,인파이트,망나뇽,6
저승갓숭,인파이트,님피아,7
저승갓숭,인파이트,히트로토무,3
저승갓숭,인파이트,거북왕,3
저승갓숭,인파이트,대도각참,1
저승갓숭,인파이트,팬텀,무효
저승갓숭,인파이트,마폭시,4
저승갓숭,인파이트,엠페르트,2
저승갓숭,인파이트,번치코,2
저승갓숭,인파이트,대짱이,3
저승갓숭,인파이트,라이츄,2
저승갓숭,인파이트,블래키,2
저승갓숭,인파이트,다크펫,무효
저승갓숭,인파이트,더시마사리,11
저승갓숭,인파이트,핫삼,3
저승갓숭,인파이트,오롱털,2
저승갓숭,인파이트,픽시,8
저승갓숭,인파이트,카디나르마,5
저승갓숭,인파이트,앱솔,1
저승갓숭,인파이트,찌리배리,5
저승갓숭,인파이트,맘모꾸리,2
저승갓숭,인파이트,파라블레이즈,무효
저승갓숭,인파이트,패리퍼,5
저승갓숭,인파이트,찌르호크,4
저승갓숭,인파이트,대검귀,2
저승갓숭,인파이트,마기라스,1
저승갓숭,인파이트,이어롭,2
저승갓숭,인파이트,플라엣테,5
저승갓숭,인파이트,배바닐라,1
저승갓숭,인파이트,드래펄트,무효
저승갓숭,인파이트,입치트,3
저승갓숭,인파이트,메가니움,3
저승갓숭,인파이트,메타몽,1
저승갓숭,인파이트,이상해꽃,5
저승갓숭,인파이트,밀로틱,4
저승갓숭,인파이트,스코빌런,3
저승갓숭,인파이트,아쿠스타,4
저승갓숭,인파이트,몰드류,1
저승갓숭,인파이트,조로아크(히스이),무효
저승갓숭,인파이트,미끄래곤(히스이),2
저승갓숭,인파이트,잠만보,2
저승갓숭,인파이트,무장조,5
저승갓숭,인파이트,클레스퍼트라,4
저승갓숭,인파이트,창파나이트,3
저승갓숭,인파이트,우츠보트,5
저승갓숭,인파이트,가라르야도킹,25
저승갓숭,인파이트,깜까미,무효
저승갓숭,인파이트,엘풍,4
저승갓숭,인파이트,스트린더(하이),4
저승갓숭,인파이트,샤미드,4
저승갓숭,인파이트,사마자르,3
저승갓숭,인파이트,인텔리레온,2
저승갓숭,인파이트,깨비물거미,6
저승갓숭,인파이트,가디안,7
저승갓숭,인파이트,왕구리,3
저승갓숭,인파이트,엘레이드,3
저승갓숭,인파이트,브리무음,9
저승갓숭,인파이트,눈여아,무효
저승갓숭,인파이트,어흥염,3
저승갓숭,인파이트,마릴리,6
저승갓숭,인파이트,올리르바,2
저승갓숭,인파이트,스트린더(로우),4
저승갓숭,인파이트,펜드라,9
저승갓숭,인파이트,화염레오,2
저승갓숭,인파이트,윈디(히스이),2
저승갓숭,인파이트,캥카,2
저승갓숭,인파이트,꿈트렁,2
저승갓숭,인파이트,에써르(암컷),2
저승갓숭,인파이트,후딘,3
저승갓숭,인파이트,드래캄,4
저승갓숭,불꽃펀치,보만다,20
저승갓숭,불꽃펀치,한카리아스,13
저승갓숭,불꽃펀치,누리레느,12
저승갓숭,불꽃펀치,갑주무사,7
저승갓숭,불꽃펀치,하마돈,11
저승갓숭,불꽃펀치,루카리오,3
저승갓숭,불꽃펀치,드닐레이브,7
저승갓숭,불꽃펀치,브리두라스,9
저승갓숭,불꽃펀치,타부자고,4
저승갓숭,불꽃펀치,따라큐,4
저승갓숭,불꽃펀치,고릴타,3
저승갓숭,불꽃펀치,킬가르도,4
저승갓숭,불꽃펀치,마스카나,3
저승갓숭,불꽃펀치,갸라도스,15
저승갓숭,불꽃펀치,아머까오,5
저승갓숭,불꽃펀치,킬라플로르,11
저승갓숭,불꽃펀치,대쓰여너,11
저승갓숭,불꽃펀치,리자몽,11
저승갓숭,불꽃펀치,포푸니크,5
저승갓숭,불꽃펀치,개굴닌자,9
저승갓숭,불꽃펀치,에이스번,10
저승갓숭,불꽃펀치,알로라 나인테일,3
저승갓숭,불꽃펀치,에써르(수컷),4
저승갓숭,불꽃펀치,워시로토무,25
저승갓숭,불꽃펀치,불카모스,7
저승갓숭,불꽃펀치,빠르모트,5
저승갓숭,불꽃펀치,라우드본,22
저승갓숭,불꽃펀치,삼삼드래,11
저승갓숭,불꽃펀치,메타그로스,3
저승갓숭,불꽃펀치,망나뇽,14
저승갓숭,불꽃펀치,님피아,9
저승갓숭,불꽃펀치,히트로토무,10
저승갓숭,불꽃펀치,거북왕,11
저승갓숭,불꽃펀치,대도각참,4
저승갓숭,불꽃펀치,팬텀,4
저승갓숭,불꽃펀치,마폭시,9
저승갓숭,불꽃펀치,엠페르트,6
저승갓숭,불꽃펀치,번치코,8
저승갓숭,불꽃펀치,대짱이,15
저승갓숭,불꽃펀치,라이츄,4
저승갓숭,불꽃펀치,블래키,14
저승갓숭,불꽃펀치,다크펫,4
저승갓숭,불꽃펀치,더시마사리,40
저승갓숭,불꽃펀치,핫삼,2
저승갓숭,불꽃펀치,오롱털,5
저승갓숭,불꽃펀치,픽시,10
저승갓숭,불꽃펀치,카디나르마,13
저승갓숭,불꽃펀치,앱솔,4
저승갓숭,불꽃펀치,찌리배리,14
저승갓숭,불꽃펀치,맘모꾸리,4
저승갓숭,불꽃펀치,파라블레이즈,12
저승갓숭,불꽃펀치,패리퍼,11
저승갓숭,불꽃펀치,찌르호크,9
저승갓숭,불꽃펀치,대검귀,11
저승갓숭,불꽃펀치,마기라스,40
저승갓숭,불꽃펀치,이어롭,6
저승갓숭,불꽃펀치,플라엣테,5
저승갓숭,불꽃펀치,배바닐라,3
저승갓숭,불꽃펀치,드래펄트,9
저승갓숭,불꽃펀치,입치트,3
저승갓숭,불꽃펀치,메가니움,4
저승갓숭,불꽃펀치,메타몽,4
저승갓숭,불꽃펀치,이상해꽃,3
저승갓숭,불꽃펀치,밀로틱,39
저승갓숭,불꽃펀치,스코빌런,6
저승갓숭,불꽃펀치,아쿠스타,9
저승갓숭,불꽃펀치,몰드류,3
저승갓숭,불꽃펀치,조로아크(히스이),4
저승갓숭,불꽃펀치,미끄래곤(히스이),9
저승갓숭,불꽃펀치,잠만보,38
저승갓숭,불꽃펀치,무장조,6
저승갓숭,불꽃펀치,클레스퍼트라,5
저승갓숭,불꽃펀치,창파나이트,5
저승갓숭,불꽃펀치,우츠보트,3
저승갓숭,불꽃펀치,가라르야도킹,10
저승갓숭,불꽃펀치,깜까미,5
저승갓숭,불꽃펀치,엘풍,3
저승갓숭,불꽃펀치,스트린더(하이),5
저승갓숭,불꽃펀치,샤미드,39
저승갓숭,불꽃펀치,사마자르,6
저승갓숭,불꽃펀치,인텔리레온,8
저승갓숭,불꽃펀치,깨비물거미,7
저승갓숭,불꽃펀치,가디안,4
저승갓숭,불꽃펀치,왕구리,10
저승갓숭,불꽃펀치,엘레이드,4
저승갓숭,불꽃펀치,브리무음,5
저승갓숭,불꽃펀치,눈여아,3
저승갓숭,불꽃펀치,어흥염,21
저승갓숭,불꽃펀치,마릴리,14
저승갓숭,불꽃펀치,올리르바,3
저승갓숭,불꽃펀치,스트린더(로우),5
저승갓숭,불꽃펀치,펜드라,3
저승갓숭,불꽃펀치,화염레오,10
저승갓숭,불꽃펀치,윈디(히스이),23
저승갓숭,불꽃펀치,캥카,6
저승갓숭,불꽃펀치,꿈트렁,5
저승갓숭,불꽃펀치,에써르(암컷),4
저승갓숭,불꽃펀치,후딘,4
저승갓숭,불꽃펀치,드래캄,9
스트린더(하이),오버드라이브,보만다,4
스트린더(하이),오버드라이브,한카리아스,무효
스트린더(하이),오버드라이브,누리레느,3
스트린더(하이),오버드라이브,갑주무사,2
스트린더(하이),오버드라이브,하마돈,무효
스트린더(하이),오버드라이브,루카리오,3
스트린더(하이),오버드라이브,드닐레이브,7
스트린더(하이),오버드라이브,브리두라스,7
스트린더(하이),오버드라이브,타부자고,4
스트린더(하이),오버드라이브,따라큐,3
스트린더(하이),오버드라이브,고릴타,5
스트린더(하이),오버드라이브,킬가르도,5
스트린더(하이),오버드라이브,마스카나,5
스트린더(하이),오버드라이브,갸라도스,1
스트린더(하이),오버드라이브,아머까오,3
스트린더(하이),오버드라이브,킬라플로르,3
스트린더(하이),오버드라이브,대쓰여너,2
스트린더(하이),오버드라이브,리자몽,2
스트린더(하이),오버드라이브,포푸니크,3
스트린더(하이),오버드라이브,개굴닌자,2
스트린더(하이),오버드라이브,에이스번,3
스트린더(하이),오버드라이브,알로라 나인테일,3
스트린더(하이),오버드라이브,에써르(수컷),3
스트린더(하이),오버드라이브,워시로토무,4
스트린더(하이),오버드라이브,불카모스,6
스트린더(하이),오버드라이브,빠르모트,5
스트린더(하이),오버드라이브,라우드본,6
스트린더(하이),오버드라이브,삼삼드래,7
스트린더(하이),오버드라이브,메타그로스,3
스트린더(하이),오버드라이브,망나뇽,4
스트린더(하이),오버드라이브,님피아,7
스트린더(하이),오버드라이브,히트로토무,6
스트린더(하이),오버드라이브,거북왕,2
스트린더(하이),오버드라이브,대도각참,4
스트린더(하이),오버드라이브,팬텀,3
스트린더(하이),오버드라이브,마폭시,4
스트린더(하이),오버드라이브,엠페르트,2
스트린더(하이),오버드라이브,번치코,3
스트린더(하이),오버드라이브,대짱이,무효
스트린더(하이),오버드라이브,라이츄,40
스트린더(하이),오버드라이브,블래키,8
스트린더(하이),오버드라이브,다크펫,3
스트린더(하이),오버드라이브,더시마사리,3
스트린더(하이),오버드라이브,핫삼,4
스트린더(하이),오버드라이브,오롱털,3
스트린더(하이),오버드라이브,픽시,6
스트린더(하이),오버드라이브,카디나르마,3
스트린더(하이),오버드라이브,앱솔,3
스트린더(하이),오버드라이브,찌리배리,15
스트린더(하이),오버드라이브,맘모꾸리,무효
스트린더(하이),오버드라이브,파라블레이즈,4
스트린더(하이),오버드라이브,패리퍼,1
스트린더(하이),오버드라이브,찌르호크,2
스트린더(하이),오버드라이브,대검귀,2
스트린더(하이),오버드라이브,마기라스,5
스트린더(하이),오버드라이브,이어롭,4
스트린더(하이),오버드라이브,플라엣테,5
스트린더(하이),오버드라이브,배바닐라,3
스트린더(하이),오버드라이브,드래펄트,5
스트린더(하이),오버드라이브,입치트,2
스트린더(하이),오버드라이브,메가니움,8
스트린더(하이),오버드라이브,메타몽,2
스트린더(하이),오버드라이브,이상해꽃,7
스트린더(하이),오버드라이브,밀로틱,4
스트린더(하이),오버드라이브,스코빌런,7
스트린더(하이),오버드라이브,아쿠스타,2
스트린더(하이),오버드라이브,몰드류,무효
스트린더(하이),오버드라이브,조로아크(히스이),2
스트린더(하이),오버드라이브,미끄래곤(히스이),18
스트린더(하이),오버드라이브,잠만보,8
스트린더(하이),오버드라이브,무장조,2
스트린더(하이),오버드라이브,클레스퍼트라,3
스트린더(하이),오버드라이브,창파나이트,3
스트린더(하이),오버드라이브,우츠보트,7
스트린더(하이),오버드라이브,가라르야도킹,6
스트린더(하이),오버드라이브,깜까미,3
스트린더(하이),오버드라이브,엘풍,5
스트린더(하이),오버드라이브,저승갓숭,5
스트린더(하이),오버드라이브,샤미드,3
스트린더(하이),오버드라이브,사마자르,3
스트린더(하이),오버드라이브,인텔리레온,2
스트린더(하이),오버드라이브,깨비물거미,3
스트린더(하이),오버드라이브,가디안,4
스트린더(하이),오버드라이브,왕구리,2
스트린더(하이),오버드라이브,엘레이드,3
스트린더(하이),오버드라이브,브리무음,3
스트린더(하이),오버드라이브,눈여아,3
스트린더(하이),오버드라이브,어흥염,4
스트린더(하이),오버드라이브,마릴리,2
스트린더(하이),오버드라이브,올리르바,8
스트린더(하이),오버드라이브,스트린더(로우),5
스트린더(하이),오버드라이브,펜드라,3
스트린더(하이),오버드라이브,화염레오,3
스트린더(하이),오버드라이브,윈디(히스이),3
스트린더(하이),오버드라이브,캥카,4
스트린더(하이),오버드라이브,꿈트렁,3
스트린더(하이),오버드라이브,에써르(암컷),4
스트린더(하이),오버드라이브,후딘,3
스트린더(하이),오버드라이브,드래캄,6
스트린더(하이),폭음파,보만다,4
스트린더(하이),폭음파,한카리아스,3
스트린더(하이),폭음파,누리레느,4
스트린더(하이),폭음파,갑주무사,3
스트린더(하이),폭음파,하마돈,4
스트린더(하이),폭음파,루카리오,5
스트린더(하이),폭음파,드닐레이브,3
스트린더(하이),폭음파,브리두라스,6
스트린더(하이),폭음파,타부자고,무효
스트린더(하이),폭음파,따라큐,무효
스트린더(하이),폭음파,고릴타,3
스트린더(하이),폭음파,킬가르도,무효
스트린더(하이),폭음파,마스카나,3
스트린더(하이),폭음파,갸라도스,3
스트린더(하이),폭음파,아머까오,8
스트린더(하이),폭음파,킬라플로르,5
스트린더(하이),폭음파,대쓰여너,무효
스트린더(하이),폭음파,리자몽,3
스트린더(하이),폭음파,포푸니크,3
스트린더(하이),폭음파,개굴닌자,3
스트린더(하이),폭음파,에이스번,3
스트린더(하이),폭음파,알로라 나인테일,3
스트린더(하이),폭음파,에써르(수컷),3
스트린더(하이),폭음파,워시로토무,3
스트린더(하이),폭음파,불카모스,5
스트린더(하이),폭음파,빠르모트,2
스트린더(하이),폭음파,라우드본,무효
스트린더(하이),폭음파,삼삼드래,3
스트린더(하이),폭음파,메타그로스,5
스트린더(하이),폭음파,망나뇽,4
스트린더(하이),폭음파,님피아,6
스트린더(하이),폭음파,히트로토무,3
스트린더(하이),폭음파,거북왕,3
스트린더(하이),폭음파,대도각참,6
스트린더(하이),폭음파,팬텀,무효
스트린더(하이),폭음파,마폭시,3
스트린더(하이),폭음파,엠페르트,6
스트린더(하이),폭음파,번치코,2
스트린더(하이),폭음파,대짱이,4
스트린더(하이),폭음파,라이츄,3
스트린더(하이),폭음파,블래키,6
스트린더(하이),폭음파,다크펫,무효
스트린더(하이),폭음파,더시마사리,5
스트린더(하이),폭음파,핫삼,6
스트린더(하이),폭음파,오롱털,3
스트린더(하이),폭음파,픽시,5
스트린더(하이),폭음파,카디나르마,3
스트린더(하이),폭음파,앱솔,2
스트린더(하이),폭음파,찌리배리,5
스트린더(하이),폭음파,맘모꾸리,3
스트린더(하이),폭음파,파라블레이즈,무효
스트린더(하이),폭음파,패리퍼,3
스트린더(하이),폭음파,찌르호크,3
스트린더(하이),폭음파,대검귀,3
스트린더(하이),폭음파,마기라스,10
스트린더(하이),폭음파,이어롭,4
스트린더(하이),폭음파,플라엣테,4
스트린더(하이),폭음파,배바닐라,3
스트린더(하이),폭음파,드래펄트,무효
스트린더(하이),폭음파,입치트,4
스트린더(하이),폭음파,메가니움,4
스트린더(하이),폭음파,메타몽,2
스트린더(하이),폭음파,이상해꽃,4
스트린더(하이),폭음파,밀로틱,7
스트린더(하이),폭음파,스코빌런,3
스트린더(하이),폭음파,아쿠스타,3
스트린더(하이),폭음파,몰드류,5
스트린더(하이),폭음파,조로아크(히스이),무효
스트린더(하이),폭음파,미끄래곤(히스이),14
스트린더(하이),폭음파,잠만보,6
스트린더(하이),폭음파,무장조,7
스트린더(하이),폭음파,클레스퍼트라,3
스트린더(하이),폭음파,창파나이트,3
스트린더(하이),폭음파,우츠보트,3
스트린더(하이),폭음파,가라르야도킹,5
스트린더(하이),폭음파,깜까미,무효
스트린더(하이),폭음파,엘풍,3
스트린더(하이),폭음파,저승갓숭,무효
스트린더(하이),폭음파,샤미드,6
스트린더(하이),폭음파,사마자르,5
스트린더(하이),폭음파,인텔리레온,2
스트린더(하이),폭음파,깨비물거미,5
스트린더(하이),폭음파,가디안,3
스트린더(하이),폭음파,왕구리,3
스트린더(하이),폭음파,엘레이드,3
스트린더(하이),폭음파,브리무음,3
스트린더(하이),폭음파,눈여아,무효
스트린더(하이),폭음파,어흥염,4
스트린더(하이),폭음파,마릴리,4
스트린더(하이),폭음파,올리르바,4
스트린더(하이),폭음파,스트린더(로우),3
스트린더(하이),폭음파,펜드라,3
스트린더(하이),폭음파,화염레오,3
스트린더(하이),폭음파,윈디(히스이),6
스트린더(하이),폭음파,캥카,3
스트린더(하이),폭음파,꿈트렁,5
스트린더(하이),폭음파,에써르(암컷),3
스트린더(하이),폭음파,후딘,3
스트린더(하이),폭음파,드래캄,3
스트린더(하이),오물웨이브,보만다,4
스트린더(하이),오물웨이브,한카리아스,6
스트린더(하이),오물웨이브,누리레느,2
스트린더(하이),오물웨이브,갑주무사,3
스트린더(하이),오물웨이브,하마돈,8
스트린더(하이),오물웨이브,루카리오,무효
스트린더(하이),오물웨이브,드닐레이브,3
스트린더(하이),오물웨이브,브리두라스,무효
스트린더(하이),오물웨이브,타부자고,무효
스트린더(하이),오물웨이브,따라큐,3
스트린더(하이),오물웨이브,고릴타,2
스트린더(하이),오물웨이브,킬가르도,무효
스트린더(하이),오물웨이브,마스카나,2
스트린더(하이),오물웨이브,갸라도스,3
스트린더(하이),오물웨이브,아머까오,무효
스트린더(하이),오물웨이브,킬라플로르,10
스트린더(하이),오물웨이브,대쓰여너,6
스트린더(하이),오물웨이브,리자몽,3
스트린더(하이),오물웨이브,포푸니크,5
스트린더(하이),오물웨이브,개굴닌자,3
스트린더(하이),오물웨이브,에이스번,3
스트린더(하이),오물웨이브,알로라 나인테일,2
스트린더(하이),오물웨이브,에써르(수컷),3
스트린더(하이),오물웨이브,워시로토무,3
스트린더(하이),오물웨이브,불카모스,5
스트린더(하이),오물웨이브,빠르모트,2
스트린더(하이),오물웨이브,라우드본,9
스트린더(하이),오물웨이브,삼삼드래,3
스트린더(하이),오물웨이브,메타그로스,무효
스트린더(하이),오물웨이브,망나뇽,4
스트린더(하이),오물웨이브,님피아,3
스트린더(하이),오물웨이브,히트로토무,3
스트린더(하이),오물웨이브,거북왕,3
스트린더(하이),오물웨이브,대도각참,무효
스트린더(하이),오물웨이브,팬텀,8
스트린더(하이),오물웨이브,마폭시,3
스트린더(하이),오물웨이브,엠페르트,무효
스트린더(하이),오물웨이브,번치코,2
스트린더(하이),오물웨이브,대짱이,7
스트린더(하이),오물웨이브,라이츄,3
스트린더(하이),오물웨이브,블래키,6
스트린더(하이),오물웨이브,다크펫,4
스트린더(하이),오물웨이브,더시마사리,13
스트린더(하이),오물웨이브,핫삼,무효
스트린더(하이),오물웨이브,오롱털,2
스트린더(하이),오물웨이브,픽시,2
스트린더(하이),오물웨이브,카디나르마,3
스트린더(하이),오물웨이브,앱솔,2
스트린더(하이),오물웨이브,찌리배리,5
스트린더(하이),오물웨이브,맘모꾸리,5
스트린더(하이),오물웨이브,파라블레이즈,6
스트린더(하이),오물웨이브,패리퍼,3
스트린더(하이),오물웨이브,찌르호크,3
스트린더(하이),오물웨이브,대검귀,3
스트린더(하이),오물웨이브,마기라스,10
스트린더(하이),오물웨이브,이어롭,3
스트린더(하이),오물웨이브,플라엣테,2
스트린더(하이),오물웨이브,배바닐라,3
스트린더(하이),오물웨이브,드래펄트,5
스트린더(하이),오물웨이브,입치트,무효
스트린더(하이),오물웨이브,메가니움,2
스트린더(하이),오물웨이브,메타몽,2
스트린더(하이),오물웨이브,이상해꽃,3
스트린더(하이),오물웨이브,밀로틱,6
스트린더(하이),오물웨이브,스코빌런,2
스트린더(하이),오물웨이브,아쿠스타,3
스트린더(하이),오물웨이브,몰드류,무효
스트린더(하이),오물웨이브,조로아크(히스이),4
스트린더(하이),오물웨이브,미끄래곤(히스이),무효
스트린더(하이),오물웨이브,잠만보,6
스트린더(하이),오물웨이브,무장조,무효
스트린더(하이),오물웨이브,클레스퍼트라,3
스트린더(하이),오물웨이브,창파나이트,3
스트린더(하이),오물웨이브,우츠보트,3
스트린더(하이),오물웨이브,가라르야도킹,13
스트린더(하이),오물웨이브,깜까미,5
스트린더(하이),오물웨이브,엘풍,2
스트린더(하이),오물웨이브,저승갓숭,11
스트린더(하이),오물웨이브,샤미드,6
스트린더(하이),오물웨이브,사마자르,5
스트린더(하이),오물웨이브,인텔리레온,2
스트린더(하이),오물웨이브,깨비물거미,4
스트린더(하이),오물웨이브,가디안,2
스트린더(하이),오물웨이브,왕구리,3
스트린더(하이),오물웨이브,엘레이드,3
스트린더(하이),오물웨이브,브리무음,2
스트린더(하이),오물웨이브,눈여아,5
스트린더(하이),오물웨이브,어흥염,4
스트린더(하이),오물웨이브,마릴리,2
스트린더(하이),오물웨이브,올리르바,2
스트린더(하이),오물웨이브,스트린더(로우),5
스트린더(하이),오물웨이브,펜드라,5
스트린더(하이),오물웨이브,화염레오,3
스트린더(하이),오물웨이브,윈디(히스이),6
스트린더(하이),오물웨이브,캥카,3
스트린더(하이),오물웨이브,꿈트렁,무효
스트린더(하이),오물웨이브,에써르(암컷),3
스트린더(하이),오물웨이브,후딘,3
스트린더(하이),오물웨이브,드래캄,5
스트린더(하이),볼부비부비,보만다,22
스트린더(하이),볼부비부비,한카리아스,무효
스트린더(하이),볼부비부비,누리레느,7
스트린더(하이),볼부비부비,갑주무사,7
스트린더(하이),볼부비부비,하마돈,무효
스트린더(하이),볼부비부비,루카리오,10
스트린더(하이),볼부비부비,드닐레이브,27
스트린더(하이),볼부비부비,브리두라스,37
스트린더(하이),볼부비부비,타부자고,16
스트린더(하이),볼부비부비,따라큐,9
스트린더(하이),볼부비부비,고릴타,23
스트린더(하이),볼부비부비,킬가르도,40
스트린더(하이),볼부비부비,마스카나,21
스트린더(하이),볼부비부비,갸라도스,5
스트린더(하이),볼부비부비,아머까오,10
스트린더(하이),볼부비부비,킬라플로르,12
스트린더(하이),볼부비부비,대쓰여너,6
스트린더(하이),볼부비부비,리자몽,6
스트린더(하이),볼부비부비,포푸니크,10
스트린더(하이),볼부비부비,개굴닌자,5
스트린더(하이),볼부비부비,에이스번,11
스트린더(하이),볼부비부비,알로라 나인테일,10
스트린더(하이),볼부비부비,에써르(수컷),8
스트린더(하이),볼부비부비,워시로토무,31
스트린더(하이),볼부비부비,불카모스,16
스트린더(하이),볼부비부비,빠르모트,21
스트린더(하이),볼부비부비,라우드본,25
스트린더(하이),볼부비부비,삼삼드래,25
스트린더(하이),볼부비부비,메타그로스,13
스트린더(하이),볼부비부비,망나뇽,15
스트린더(하이),볼부비부비,님피아,38
스트린더(하이),볼부비부비,히트로토무,21
스트린더(하이),볼부비부비,거북왕,7
스트린더(하이),볼부비부비,대도각참,16
스트린더(하이),볼부비부비,팬텀,9
스트린더(하이),볼부비부비,마폭시,11
스트린더(하이),볼부비부비,엠페르트,7
스트린더(하이),볼부비부비,번치코,10
스트린더(하이),볼부비부비,대짱이,무효
스트린더(하이),볼부비부비,라이츄,40
스트린더(하이),볼부비부비,블래키,40
스트린더(하이),볼부비부비,다크펫,9
스트린더(하이),볼부비부비,더시마사리,16
스트린더(하이),볼부비부비,핫삼,15
스트린더(하이),볼부비부비,오롱털,11
스트린더(하이),볼부비부비,픽시,40
스트린더(하이),볼부비부비,카디나르마,13
스트린더(하이),볼부비부비,앱솔,9
스트린더(하이),볼부비부비,찌리배리,40
스트린더(하이),볼부비부비,맘모꾸리,무효
스트린더(하이),볼부비부비,파라블레이즈,11
스트린더(하이),볼부비부비,패리퍼,3
스트린더(하이),볼부비부비,찌르호크,10
스트린더(하이),볼부비부비,대검귀,6
스트린더(하이),볼부비부비,마기라스,40
스트린더(하이),볼부비부비,이어롭,14
스트린더(하이),볼부비부비,플라엣테,11
스트린더(하이),볼부비부비,배바닐라,11
스트린더(하이),볼부비부비,드래펄트,20
스트린더(하이),볼부비부비,입치트,14
스트린더(하이),볼부비부비,메가니움,32
스트린더(하이),볼부비부비,메타몽,7
스트린더(하이),볼부비부비,이상해꽃,26
스트린더(하이),볼부비부비,밀로틱,13
스트린더(하이),볼부비부비,스코빌런,40
스트린더(하이),볼부비부비,아쿠스타,6
스트린더(하이),볼부비부비,몰드류,무효
스트린더(하이),볼부비부비,조로아크(히스이),9
스트린더(하이),볼부비부비,미끄래곤(히스이),40
스트린더(하이),볼부비부비,잠만보,40
스트린더(하이),볼부비부비,무장조,12
스트린더(하이),볼부비부비,클레스퍼트라,11
스트린더(하이),볼부비부비,창파나이트,11
스트린더(하이),볼부비부비,우츠보트,24
스트린더(하이),볼부비부비,가라르야도킹,40
스트린더(하이),볼부비부비,깜까미,11
스트린더(하이),볼부비부비,엘풍,21
스트린더(하이),볼부비부비,저승갓숭,40
스트린더(하이),볼부비부비,샤미드,14
스트린더(하이),볼부비부비,사마자르,11
스트린더(하이),볼부비부비,인텔리레온,5
스트린더(하이),볼부비부비,깨비물거미,7
스트린더(하이),볼부비부비,가디안,9
스트린더(하이),볼부비부비,왕구리,6
스트린더(하이),볼부비부비,엘레이드,8
