atk_ko,def_ko,atk_rank,def_rank,ttk_atk_to_def,ttk_def_to_atk,v_base,v_atk_mega,v_def_has_item,v_def_mega,def_assumed_item
왕구리,인텔리레온,85,82,4.000,5.000,0.1345,,0.1345,,없음
왕구리,깨비물거미,85,83,6.000,4.000,-0.2333,,-0.4667,,자뭉열매
왕구리,가디안,85,84,4.000,3.000,-0.4623,,-0.4623,-0.7955,기합의띠
왕구리,엘레이드,85,86,4.000,2.000,-0.7955,,-0.5700,-0.7955,생명의구슬
왕구리,브리무음,85,87,4.000,3.000,0.1221,,0.1221,,기합의띠
왕구리,눈여아,85,88,3.000,3.000,-0.2267,,-0.2267,-0.7955,기합의띠
왕구리,어흥염,85,89,2.000,3.000,0.4735,,0.2400,,자뭉열매
왕구리,마릴리,85,90,5.000,4.000,-0.2924,,-0.5257,,자뭉열매
왕구리,올리르바,85,91,3.000,2.000,-0.2353,,-0.2353,,기합의띠
왕구리,스트린더(로우),85,92,1.000,2.000,-0.0955,,-0.3288,,풍선
왕구리,펜드라,85,93,2.000,3.000,0.0068,,0.0068,-0.0955,기합의띠
왕구리,화염레오,85,94,2.000,4.000,0.3424,,0.3424,0.0068,기합의띠
왕구리,윈디(히스이),85,95,1.000,2.000,-0.0917,,-0.3163,,기합의띠
왕구리,캥카,85,96,4.000,2.000,-0.7440,,-0.7955,-0.7955,타입강화
왕구리,꿈트렁,85,97,3.000,4.000,0.5732,,0.5591,,자뭉열매
왕구리,에써르(암컷),85,98,4.000,4.000,-0.1639,,-0.1639,,없음
왕구리,후딘,85,99,3.000,2.000,-0.5621,,-0.5621,,기합의띠
왕구리,드래캄,85,100,3.000,2.000,-0.0955,,-0.0955,-0.3288,생명의구슬
엘레이드,보만다,86,1,2.000,2.000,-0.3209,0.4428,-0.3209,-0.5969,구애스카프
엘레이드,한카리아스,86,2,1.000,2.000,-0.0955,0.3712,-0.0955,-0.3288,구애스카프
엘레이드,누리레느,86,3,2.000,2.000,0.1369,0.1379,-0.0955,,자뭉열매
엘레이드,갑주무사,86,4,5.000,2.000,-0.5612,0.0021,-0.3952,-0.4009,생명의구슬
엘레이드,하마돈,86,5,3.000,3.000,0.1783,0.5101,-0.0480,,자뭉열매
엘레이드,루카리오,86,6,2.000,2.000,-0.0920,0.3825,-0.3175,-0.3288,기합의띠
엘레이드,드닐레이브,86,7,2.000,2.000,-0.3288,0.1379,-0.3288,-0.3288,기합의띠
엘레이드,브리두라스,86,8,2.000,2.000,-0.3175,0.1492,-0.5508,,자뭉열매
엘레이드,타부자고,86,9,3.000,2.000,-0.2608,0.2083,-0.4958,,풍선
엘레이드,따라큐,86,10,2.000,2.000,-0.3534,0.1379,-0.6296,,생명의구슬
엘레이드,고릴타,86,11,2.000,2.000,-0.3288,0.1492,-0.3288,,생명의구슬
엘레이드,킬가르도,86,12,2.000,1.000,-0.2056,-0.1864,-0.4311,,먹다남은음식
엘레이드,마스카나,86,13,2.000,2.000,-0.3288,-0.0955,-0.3288,,구애스카프
엘레이드,갸라도스,86,14,5.000,3.000,-0.6980,0.0144,-0.7955,-0.3175,울퉁불퉁멧
엘레이드,아머까오,86,15,5.000,2.000,-0.5621,-0.3288,-0.5621,,울퉁불퉁멧
엘레이드,킬라플로르,86,16,1.000,3.000,0.2401,0.7068,0.0068,-0.1033,기합의띠
엘레이드,대쓰여너,86,17,2.000,2.000,0.1300,0.1379,-0.3367,,구애스카프
엘레이드,리자몽,86,18,3.000,2.000,-0.5309,-0.0128,-0.5309,-0.6123,구애스카프
엘레이드,포푸니크,86,19,1.000,2.000,-0.0842,0.2401,-0.0842,,없음
엘레이드,개굴닌자,86,20,1.000,3.000,0.2323,0.2401,0.0068,0.0068,기합의띠
엘레이드,에이스번,86,21,2.000,2.000,-0.3288,-0.3175,-0.3288,,구애스카프
엘레이드,알로라 나인테일,86,22,3.000,2.000,-0.5621,0.1379,-0.5621,,없음
엘레이드,에써르(수컷),86,23,2.000,3.000,0.0068,0.4735,0.0068,,구애스카프
엘레이드,워시로토무,86,24,2.000,3.000,0.0068,0.4735,-0.0011,,먹다남은음식
엘레이드,불카모스,86,25,4.000,4.000,-0.1945,0.2776,-0.4509,,자뭉열매
엘레이드,빠르모트,86,26,2.000,2.000,-0.3288,0.1492,-0.3288,,기합의띠
엘레이드,라우드본,86,27,3.000,3.000,0.2271,0.2350,-0.0005,,자뭉열매
엘레이드,삼삼드래,86,28,2.000,2.000,-0.3175,0.1492,-0.3175,,구애스카프
엘레이드,메타그로스,86,29,3.000,2.000,-0.0842,0.4735,0.1300,-0.5621,생명의구슬
엘레이드,망나뇽,86,30,1.495,3.000,0.0800,0.4323,0.0800,-0.1600,없음
엘레이드,님피아,86,31,4.000,1.000,-0.3579,-0.1964,-0.5271,,먹다남은음식
엘레이드,히트로토무,86,32,3.000,3.000,-0.2267,0.4656,-0.2267,,구애스카프
엘레이드,거북왕,86,33,2.000,3.000,0.4656,0.4735,0.4656,-0.0955,없음
엘레이드,대도각참,86,34,1.000,2.000,0.3825,0.7068,0.3712,,타입강화
엘레이드,팬텀,86,35,2.000,2.000,-0.3288,0.1300,-0.3288,-0.3288,기합의띠
엘레이드,마폭시,86,36,2.000,3.000,0.0068,0.4735,0.0068,-0.5621,기합의띠
엘레이드,엠페르트,86,37,2.000,3.000,0.5123,0.5123,0.5123,,없음
엘레이드,번치코,86,38,2.000,2.000,-0.0955,0.1492,-0.0955,-0.3288,생명의구슬
엘레이드,대짱이,86,39,2.000,2.000,0.1379,0.3825,0.1379,0.1379,자뭉열매
엘레이드,라이츄,86,40,2.000,3.000,0.0068,0.4656,0.0068,-0.3288,구애스카프
엘레이드,블래키,86,41,3.000,4.000,0.5678,0.8967,0.5678,,먹다남은음식
엘레이드,다크펫,86,42,2.000,1.000,-0.1977,0.1379,-0.1977,-0.2056,기합의띠
엘레이드,더시마사리,86,43,3.000,5.000,0.9065,0.9932,0.8962,,먹다남은음식
엘레이드,핫삼,86,44,4.000,2.000,-0.2296,-0.0935,-0.3675,-0.6008,울퉁불퉁멧
엘레이드,오롱털,86,45,3.000,1.000,-0.4198,0.1300,-0.4198,,없음
엘레이드,픽시,86,46,4.000,3.000,-0.0133,-0.0062,-0.2487,-0.0708,먹다남은음식
엘레이드,카디나르마,86,47,2.000,3.000,0.4656,0.4735,0.4656,,기합의띠
엘레이드,앱솔,86,48,1.000,2.000,0.3633,0.3712,0.3633,-0.5621,없음
엘레이드,찌리배리,86,49,3.000,5.000,0.8900,0.9001,0.5993,,먹다남은음식
엘레이드,맘모꾸리,86,50,2.000,2.000,-0.0955,0.4735,-0.0955,,기합의띠
엘레이드,파라블레이즈,86,51,2.000,1.000,-0.6644,-0.1864,-0.6644,,기합의띠
엘레이드,패리퍼,86,52,3.000,2.000,-0.1322,-0.1309,-0.1322,,없음
엘레이드,찌르호크,86,53,3.000,1.000,-0.5809,0.0721,-0.5809,-0.8458,구애스카프
엘레이드,대검귀,86,54,2.000,3.000,0.0068,0.8090,0.0068,,타입강화
엘레이드,마기라스,86,55,1.000,3.000,0.7068,0.8090,0.7068,0.6989,먹다남은음식
엘레이드,이어롭,86,56,2.000,2.000,-0.3288,0.3825,-0.3288,-0.3288,자뭉열매
엘레이드,플라엣테,86,57,3.000,2.000,-0.8525,-0.1569,-0.8525,-0.8525,구애스카프
엘레이드,배바닐라,86,58,2.000,3.000,0.4735,0.6989,0.4735,,타입강화
엘레이드,드래펄트,86,59,2.000,1.000,-0.6531,-0.3288,-0.6644,,생명의구슬
엘레이드,입치트,86,60,2.000,2.000,0.1300,0.1379,0.1300,0.1379,기합의띠
엘레이드,메가니움,86,61,2.000,4.000,0.3211,0.7138,0.3211,-0.2507,기합의띠
엘레이드,메타몽,86,62,1.000,3.000,0.7102,0.7102,0.2514,,구애스카프
엘레이드,이상해꽃,86,63,2.000,4.000,0.6755,0.7622,0.4584,0.3096,생명의구슬
엘레이드,밀로틱,86,64,3.000,4.000,0.1171,0.5839,0.1057,,먹다남은음식
엘레이드,스코빌런,86,65,3.000,3.000,0.3039,0.4735,0.2400,-0.0874,먹다남은음식
엘레이드,아쿠스타,86,66,2.000,3.000,0.0181,0.3424,0.0181,-0.0011,기합의띠
엘레이드,몰드류,86,67,2.000,2.000,-0.3288,0.6989,-0.3288,-0.3288,구애스카프
엘레이드,조로아크(히스이),86,68,2.000,2.000,-0.3288,-0.0955,-0.3288,,기합의띠
엘레이드,미끄래곤(히스이),86,69,2.000,2.000,0.1492,0.4735,0.1492,,먹다남은음식
엘레이드,잠만보,86,70,2.000,3.000,0.4735,0.6329,0.4699,,먹다남은음식
엘레이드,무장조,86,71,4.000,2.000,-0.5872,-0.2646,-0.7584,-0.8952,자뭉열매
엘레이드,클레스퍼트라,86,72,3.000,3.000,-0.2267,0.4735,-0.2267,,기합의띠
엘레이드,창파나이트,86,73,2.000,2.000,0.1379,0.1379,0.1379,,없음
엘레이드,우츠보트,86,74,2.000,3.000,0.4848,0.8090,0.4848,0.4735,기합의띠
엘레이드,가라르야도킹,86,75,3.000,4.000,0.5510,0.7024,0.5483,,먹다남은음식
엘레이드,깜까미,86,76,3.000,3.000,0.3850,0.8514,0.3850,0.1453,없음
엘레이드,엘풍,86,77,2.000,2.000,-0.3288,-0.1033,-0.3288,,기합의띠
엘레이드,저승갓숭,86,78,2.000,2.000,-0.3245,0.4735,-0.5269,,먹다남은음식
엘레이드,스트린더(하이),86,79,1.000,3.000,0.7102,0.7102,0.4848,,풍선
엘레이드,샤미드,86,80,3.000,4.000,0.8178,0.8187,0.7809,,먹다남은음식
엘레이드,사마자르,86,81,3.000,3.000,-0.2267,0.4656,-0.2267,,기합의띠
엘레이드,인텔리레온,86,82,2.000,3.000,0.0068,0.0068,0.0068,,없음
엘레이드,깨비물거미,86,83,4.000,4.000,0.2604,0.5814,0.0134,,자뭉열매
엘레이드,가디안,86,84,2.000,2.000,-0.1033,0.1379,-0.1033,-0.6610,기합의띠
엘레이드,왕구리,86,85,2.000,4.000,0.8090,0.8090,0.8090,,없음
엘레이드,브리무음,86,87,3.000,2.000,-0.0955,0.1339,-0.0955,,기합의띠
엘레이드,눈여아,86,88,2.000,3.000,-0.0011,0.2401,-0.0011,-0.3367,기합의띠
엘레이드,어흥염,86,89,2.000,2.000,0.1071,0.1813,-0.0963,,자뭉열매
엘레이드,마릴리,86,90,3.000,2.000,-0.0955,0.4735,-0.0955,,자뭉열매
엘레이드,올리르바,86,91,2.000,3.000,0.4802,0.5706,0.4802,,기합의띠
엘레이드,스트린더(로우),86,92,1.000,3.000,0.7102,0.7102,0.4848,,풍선
엘레이드,펜드라,86,93,2.000,2.000,-0.3229,0.0068,-0.3229,0.0115,기합의띠
엘레이드,화염레오,86,94,2.000,3.000,0.0068,0.6989,0.0068,-0.3175,기합의띠
엘레이드,윈디(히스이),86,95,1.000,2.000,-0.0917,0.3947,-0.3163,,기합의띠
엘레이드,캥카,86,96,2.000,2.000,-0.3288,0.1993,-0.3288,-0.3288,타입강화
엘레이드,꿈트렁,86,97,2.000,3.000,0.4730,0.5017,0.4538,,자뭉열매
엘레이드,에써르(암컷),86,98,2.000,3.000,0.0101,0.4848,0.0101,,없음
엘레이드,후딘,86,99,2.000,3.000,0.0068,0.0068,0.0068,,기합의띠
엘레이드,드래캄,86,100,2.000,2.000,0.1492,0.1492,0.1379,0.1379,생명의구슬
브리무음,보만다,87,1,2.000,4.000,0.1593,,0.1593,-0.2930,구애스카프
브리무음,한카리아스,87,2,2.000,3.000,-0.1610,,-0.1610,0.1746,구애스카프
브리무음,누리레느,87,3,3.000,3.000,-0.2409,,-0.4623,,자뭉열매
브리무음,갑주무사,87,4,3.000,3.000,-0.3466,,-0.4787,-0.3288,생명의구슬
브리무음,하마돈,87,5,3.000,3.000,-0.1540,,-0.2350,,자뭉열매
브리무음,루카리오,87,6,2.000,1.000,-0.6644,,-0.6644,-0.6644,기합의띠
브리무음,드닐레이브,87,7,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
브리무음,브리두라스,87,8,3.000,2.000,-0.5621,,-0.6788,,자뭉열매
브리무음,타부자고,87,9,3.000,2.000,-0.8272,,-0.8272,,풍선
브리무음,따라큐,87,10,3.000,2.000,-0.3944,,-0.4542,,생명의구슬
브리무음,고릴타,87,11,3.000,2.000,-0.4455,,-0.3288,,생명의구슬
브리무음,킬가르도,87,12,3.000,1.000,-0.8977,,-0.8977,,먹다남은음식
브리무음,마스카나,87,13,2.000,3.000,-0.1610,,-0.1610,,구애스카프
브리무음,갸라도스,87,14,3.000,3.000,-0.3446,,-0.3446,0.0068,울퉁불퉁멧
브리무음,아머까오,87,15,4.000,3.000,-0.4623,,-0.4623,,울퉁불퉁멧
브리무음,킬라플로르,87,16,2.000,2.000,-0.3288,,-0.3288,-0.6644,기합의띠
브리무음,대쓰여너,87,17,3.000,2.000,-0.5621,,-0.5621,,구애스카프
브리무음,리자몽,87,18,3.000,3.000,-0.4097,,-0.4097,-0.5940,구애스카프
브리무음,포푸니크,87,19,1.000,2.000,-0.0955,,-0.0955,,없음
브리무음,개굴닌자,87,20,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
브리무음,에이스번,87,21,3.000,1.000,-0.7299,,-0.7299,,구애스카프
브리무음,알로라 나인테일,87,22,3.000,3.000,-0.2267,,-0.2267,,없음
브리무음,에써르(수컷),87,23,3.000,3.000,-0.2267,,-0.2267,,구애스카프
브리무음,워시로토무,87,24,3.000,3.000,-0.1100,,-0.2267,,먹다남은음식
브리무음,불카모스,87,25,4.000,3.000,-0.2402,,-0.4967,,자뭉열매
브리무음,빠르모트,87,26,1.000,2.000,0.0724,,-0.1610,,기합의띠
브리무음,라우드본,87,27,4.000,3.000,-0.4672,,-0.6556,,자뭉열매
브리무음,삼삼드래,87,28,1.000,3.000,0.0724,,0.0724,,구애스카프
브리무음,메타그로스,87,29,3.000,2.000,-0.5621,,-0.7811,-0.7299,생명의구슬
브리무음,망나뇽,87,30,2.495,4.000,0.1624,,0.1624,-0.0017,없음
브리무음,님피아,87,31,5.000,2.000,-0.7611,,-0.7613,,먹다남은음식
브리무음,히트로토무,87,32,3.000,2.000,-0.3944,,-0.3944,,구애스카프
브리무음,거북왕,87,33,3.000,2.000,-0.3944,,-0.3944,-0.5621,없음
브리무음,대도각참,87,34,3.000,2.000,-0.5621,,-0.5621,,타입강화
브리무음,팬텀,87,35,1.000,2.000,-0.2122,,-0.3288,-0.4966,기합의띠
브리무음,마폭시,87,36,6.000,2.000,-0.7955,,-0.7955,-0.7955,기합의띠
브리무음,엠페르트,87,37,6.000,2.000,-0.7844,,-0.7844,,없음
브리무음,번치코,87,38,2.000,2.000,-0.2122,,-0.0955,-0.3288,생명의구슬
브리무음,대짱이,87,39,2.000,2.000,-0.1610,,-0.1610,-0.3288,자뭉열매
브리무음,라이츄,87,40,3.000,3.000,-0.1100,,-0.1100,-0.4455,구애스카프
브리무음,블래키,87,41,3.000,5.000,0.5569,,0.3974,,먹다남은음식
브리무음,다크펫,87,42,2.000,2.000,-0.4966,,-0.4966,-0.7811,기합의띠
브리무음,더시마사리,87,43,2.000,6.000,0.8799,,0.8799,,먹다남은음식
브리무음,핫삼,87,44,2.000,3.000,-0.0863,,-0.0863,-0.1359,울퉁불퉁멧
브리무음,오롱털,87,45,2.000,3.000,0.0068,,0.0068,,없음
브리무음,픽시,87,46,4.000,4.000,-0.0694,,-0.2424,-0.3355,먹다남은음식
브리무음,카디나르마,87,47,5.000,2.000,-0.7467,,-0.7467,,기합의띠
브리무음,앱솔,87,48,1.000,3.000,0.2913,,0.2913,0.1234,없음
브리무음,찌리배리,87,49,4.000,4.000,-0.0177,,-0.1961,,먹다남은음식
브리무음,맘모꾸리,87,50,3.000,3.000,-0.2777,,-0.2777,,기합의띠
브리무음,파라블레이즈,87,51,3.000,1.000,-0.7299,,-0.7299,,기합의띠
브리무음,패리퍼,87,52,2.000,3.000,0.0227,,0.0227,,없음
브리무음,찌르호크,87,53,3.000,3.000,-0.2668,,-0.2668,-0.0547,구애스카프
브리무음,대검귀,87,54,2.000,4.000,0.1746,,0.0068,,타입강화
브리무음,마기라스,87,55,2.000,3.000,-0.1610,,-0.1610,-0.3288,먹다남은음식
브리무음,이어롭,87,56,3.000,2.000,-0.3944,,-0.5122,-0.3288,자뭉열매
브리무음,플라엣테,87,57,4.000,2.000,-0.6160,,-0.6160,-0.7739,구애스카프
브리무음,배바닐라,87,58,3.000,3.000,-0.2267,,-0.5621,,타입강화
브리무음,드래펄트,87,59,2.000,2.000,-0.3288,,-0.6644,,생명의구슬
브리무음,입치트,87,60,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
브리무음,메가니움,87,61,4.000,4.000,-0.1828,,-0.1828,-0.4924,기합의띠
브리무음,메타몽,87,62,2.000,4.000,0.5102,,0.5102,,구애스카프
브리무음,이상해꽃,87,63,2.000,2.000,-0.2196,,-0.3288,-0.4047,생명의구슬
브리무음,밀로틱,87,64,5.000,5.000,0.0378,,-0.2105,,먹다남은음식
브리무음,스코빌런,87,65,3.000,3.000,-0.2081,,-0.2412,-0.5621,먹다남은음식
브리무음,아쿠스타,87,66,2.000,4.000,0.3424,,0.3424,-0.0600,기합의띠
브리무음,몰드류,87,67,3.000,2.000,-0.4455,,-0.4455,-0.4455,구애스카프
브리무음,조로아크(히스이),87,68,2.000,2.000,-0.3288,,-0.3288,,기합의띠
브리무음,미끄래곤(히스이),87,69,4.000,2.000,-0.7955,,-0.7955,,먹다남은음식
브리무음,잠만보,87,70,5.000,3.000,-0.5302,,-0.6755,,먹다남은음식
브리무음,무장조,87,71,3.000,3.000,-0.2548,,-0.4045,-0.6467,자뭉열매
브리무음,클레스퍼트라,87,72,3.000,3.000,-0.2267,,-0.2267,,기합의띠
브리무음,창파나이트,87,73,2.000,3.000,0.1234,,0.1234,,없음
브리무음,우츠보트,87,74,2.000,2.000,-0.3288,,-0.3288,-0.3288,기합의띠
브리무음,가라르야도킹,87,75,4.000,2.000,-0.7563,,-0.7955,,먹다남은음식
브리무음,깜까미,87,76,2.000,4.000,0.4591,,0.4591,0.7363,없음
브리무음,엘풍,87,77,2.000,4.000,0.3424,,0.3424,,기합의띠
브리무음,저승갓숭,87,78,2.000,3.000,0.0068,,0.0068,,먹다남은음식
브리무음,스트린더(하이),87,79,2.000,2.000,-0.2122,,-0.2122,,풍선
브리무음,샤미드,87,80,4.000,4.000,-0.1551,,-0.3763,,먹다남은음식
브리무음,사마자르,87,81,2.000,3.000,-0.1100,,-0.1100,,기합의띠
브리무음,인텔리레온,87,82,2.000,3.000,-0.1610,,-0.1610,,없음
브리무음,깨비물거미,87,83,4.000,4.000,-0.0245,,-0.1479,,자뭉열매
브리무음,가디안,87,84,4.000,3.000,-0.3446,,-0.3446,-0.7955,기합의띠
브리무음,왕구리,87,85,3.000,4.000,-0.0600,,-0.0600,,없음
브리무음,엘레이드,87,86,2.000,3.000,0.0068,,-0.3232,-0.3232,생명의구슬
브리무음,눈여아,87,88,2.000,2.000,-0.1610,,-0.1610,-0.5621,기합의띠
브리무음,어흥염,87,89,4.000,2.000,-0.5072,,-0.6195,,자뭉열매
브리무음,마릴리,87,90,3.000,5.000,-0.1255,,-0.2574,,자뭉열매
브리무음,올리르바,87,91,3.000,3.000,-0.2079,,-0.2079,,기합의띠
브리무음,스트린더(로우),87,92,2.000,2.000,-0.2122,,-0.2122,,풍선
브리무음,펜드라,87,93,2.000,2.000,-0.2977,,-0.4084,-0.6644,기합의띠
브리무음,화염레오,87,94,3.000,2.000,-0.2777,,-0.2777,-0.5621,기합의띠
브리무음,윈디(히스이),87,95,3.000,2.000,-0.5584,,-0.5584,,기합의띠
브리무음,캥카,87,96,3.000,2.000,-0.5544,,-0.5802,-0.6969,타입강화
브리무음,꿈트렁,87,97,2.000,2.000,-0.3288,,-0.4516,,자뭉열매
브리무음,에써르(암컷),87,98,3.000,6.000,0.5999,,0.5999,,없음
브리무음,후딘,87,99,3.000,2.000,-0.3944,,-0.3944,,기합의띠
브리무음,드래캄,87,100,2.000,2.000,-0.3288,,-0.6644,-0.6644,생명의구슬
눈여아,보만다,88,1,1.000,2.000,0.3712,0.6063,-0.0955,-0.2589,구애스카프
눈여아,한카리아스,88,2,1.000,2.000,0.3712,0.3712,-0.0955,-0.3288,구애스카프
눈여아,누리레느,88,3,3.000,2.000,-0.0800,0.4453,-0.3136,,자뭉열매
눈여아,갑주무사,88,4,3.000,2.000,-0.0955,0.1379,-0.0955,-0.8022,생명의구슬
눈여아,하마돈,88,5,2.000,3.000,0.2611,0.4087,0.1754,,자뭉열매
눈여아,루카리오,88,6,3.000,1.000,-0.4311,-0.4311,-0.4311,-0.8977,기합의띠
눈여아,드닐레이브,88,7,4.000,2.000,-0.3288,-0.0955,-0.3288,-0.3288,기합의띠
눈여아,브리두라스,88,8,3.000,2.000,-0.0955,0.1379,-0.0955,,자뭉열매
눈여아,타부자고,88,9,3.000,1.000,-0.1272,0.0337,-0.1272,,풍선
눈여아,따라큐,88,10,2.000,2.000,0.1379,0.1379,0.1379,,생명의구슬
눈여아,고릴타,88,11,2.000,2.000,0.1379,0.3712,0.1379,,생명의구슬
눈여아,킬가르도,88,12,3.000,1.000,-0.4311,-0.1977,-0.4311,,먹다남은음식
눈여아,마스카나,88,13,2.000,2.000,-0.3288,-0.0955,-0.3288,,구애스카프
눈여아,갸라도스,88,14,2.000,2.000,0.1379,0.3712,0.1379,-0.6644,울퉁불퉁멧
눈여아,아머까오,88,15,4.000,3.000,0.0331,0.2400,-0.3288,,울퉁불퉁멧
눈여아,킬라플로르,88,16,3.000,2.000,-0.0955,0.1379,-0.0955,-0.4311,기합의띠
눈여아,대쓰여너,88,17,2.000,1.000,-0.1977,-0.1977,-0.6644,,구애스카프
눈여아,리자몽,88,18,3.000,1.000,-0.4080,-0.1746,-0.8746,-0.4838,구애스카프
눈여아,포푸니크,88,19,3.000,2.000,-0.5621,-0.0955,-0.5621,,없음
눈여아,개굴닌자,88,20,3.000,2.000,-0.5621,-0.3288,-0.5621,-0.5621,기합의띠
눈여아,에이스번,88,21,4.000,1.000,-0.8977,-0.4311,-0.8977,,구애스카프
눈여아,알로라 나인테일,88,22,4.000,3.000,0.0331,0.2400,0.0331,,없음
눈여아,에써르(수컷),88,23,3.000,2.000,-0.0955,0.4735,-0.5621,,구애스카프
눈여아,워시로토무,88,24,4.000,2.000,-0.3288,0.2400,-0.5621,,먹다남은음식
눈여아,불카모스,88,25,6.000,2.000,-0.8365,-0.2353,-0.8365,,자뭉열매
눈여아,빠르모트,88,26,2.000,2.000,0.1379,0.1379,0.1379,,기합의띠
눈여아,라우드본,88,27,3.000,2.000,-0.1005,0.1215,-0.3338,,자뭉열매
눈여아,삼삼드래,88,28,2.000,2.000,0.1379,0.3712,-0.3288,,구애스카프
눈여아,메타그로스,88,29,2.000,1.000,-0.1977,-0.1977,-0.1977,-0.6644,생명의구슬
눈여아,망나뇽,88,30,1.495,2.000,0.3078,0.4268,0.3078,0.1356,없음
눈여아,님피아,88,31,5.000,2.000,-0.6629,-0.2625,-0.7292,,먹다남은음식
눈여아,히트로토무,88,32,4.000,1.000,-0.6644,-0.4311,-0.8977,,구애스카프
눈여아,거북왕,88,33,3.000,2.000,-0.0955,0.1379,-0.0955,-0.0955,없음
눈여아,대도각참,88,34,6.000,1.000,-0.8977,-0.6644,-0.8977,,타입강화
눈여아,팬텀,88,35,2.000,2.000,-0.0955,0.1379,-0.0955,-0.6644,기합의띠
눈여아,마폭시,88,36,2.000,1.000,-0.1977,-0.1977,-0.1977,-0.8977,기합의띠
눈여아,엠페르트,88,37,3.000,2.000,-0.1225,0.1497,-0.1225,,없음
눈여아,번치코,88,38,4.000,1.000,-0.6644,-0.4311,-0.4311,-0.6644,생명의구슬
눈여아,대짱이,88,39,3.000,2.000,-0.0955,-0.0955,-0.3288,-0.3288,자뭉열매
눈여아,라이츄,88,40,3.000,2.000,-0.3288,0.4735,-0.5621,-0.5621,구애스카프
눈여아,블래키,88,41,5.000,2.000,-0.3960,0.0116,-0.6058,,먹다남은음식
눈여아,다크펫,88,42,2.000,1.000,-0.1977,0.0356,-0.1977,-0.1977,기합의띠
눈여아,더시마사리,88,43,4.000,5.000,0.6384,0.9065,0.3331,,먹다남은음식
눈여아,핫삼,88,44,4.000,2.000,-0.2563,-0.0216,-0.4629,-0.5970,울퉁불퉁멧
눈여아,오롱털,88,45,3.000,1.000,-0.4311,-0.1977,-0.4311,,없음
눈여아,픽시,88,46,4.000,3.000,-0.1912,0.5380,-0.4009,0.2292,먹다남은음식
눈여아,카디나르마,88,47,2.000,1.000,-0.1977,-0.1977,-0.1977,,기합의띠
눈여아,앱솔,88,48,2.000,2.000,0.1379,0.1379,0.1379,-0.3288,없음
눈여아,찌리배리,88,49,5.000,4.000,0.0768,0.8626,-0.1587,,먹다남은음식
눈여아,맘모꾸리,88,50,4.000,2.000,-0.3288,-0.0955,-0.3288,,기합의띠
눈여아,파라블레이즈,88,51,2.000,1.000,-0.1977,-0.1977,-0.1977,,기합의띠
눈여아,패리퍼,88,52,2.000,3.000,0.3875,0.7231,0.3875,,없음
눈여아,찌르호크,88,53,2.000,3.000,0.4120,0.4547,-0.0547,-0.0955,구애스카프
눈여아,대검귀,88,54,3.000,2.000,-0.0955,0.1379,-0.0955,,타입강화
눈여아,마기라스,88,55,4.000,1.000,-0.6644,-0.4311,-0.6644,-0.6644,먹다남은음식
눈여아,이어롭,88,56,3.000,5.000,0.7904,0.9113,0.5330,-0.0095,자뭉열매
눈여아,플라엣테,88,57,4.000,2.000,-0.4319,-0.0387,-0.7955,-0.5351,구애스카프
눈여아,배바닐라,88,58,4.000,2.000,-0.3288,0.2400,-0.3288,,타입강화
눈여아,드래펄트,88,59,2.000,2.000,-0.3288,-0.0955,-0.6644,,생명의구슬
눈여아,입치트,88,60,3.000,2.000,-0.0955,0.1379,-0.0955,-0.3288,기합의띠
눈여아,메가니움,88,61,2.000,3.000,0.3724,0.7783,0.3724,-0.0252,기합의띠
눈여아,메타몽,88,62,2.000,3.000,0.4735,0.4735,0.4735,,구애스카프
눈여아,이상해꽃,88,63,2.000,4.000,0.6918,0.8756,0.6918,0.0540,생명의구슬
눈여아,밀로틱,88,64,5.000,4.000,0.0651,0.6381,-0.1723,,먹다남은음식
눈여아,스코빌런,88,65,3.000,1.000,-0.4311,0.0427,-0.4311,-0.4311,먹다남은음식
눈여아,아쿠스타,88,66,2.000,3.000,0.0068,0.4735,0.0068,0.0068,기합의띠
눈여아,몰드류,88,67,3.000,2.000,-0.0955,0.1379,-0.5621,-0.4311,구애스카프
눈여아,조로아크(히스이),88,68,2.000,2.000,-0.0955,0.1379,-0.0955,,기합의띠
눈여아,미끄래곤(히스이),88,69,4.000,2.000,-0.3288,-0.0955,-0.5621,,먹다남은음식
눈여아,잠만보,88,70,9.000,2.000,-0.7955,-0.7955,-0.7955,,먹다남은음식
눈여아,무장조,88,71,3.000,2.000,0.2118,0.3810,-0.0023,-0.4979,자뭉열매
눈여아,클레스퍼트라,88,72,2.000,2.000,0.1379,0.4735,0.1379,,기합의띠
눈여아,창파나이트,88,73,3.000,2.000,-0.0955,0.1379,-0.0955,,없음
눈여아,우츠보트,88,74,2.000,3.000,0.4735,0.7068,0.4735,0.4735,기합의띠
눈여아,가라르야도킹,88,75,3.000,3.000,-0.0101,0.3183,-0.0101,,먹다남은음식
눈여아,깜까미,88,76,3.000,2.000,0.0366,0.1379,0.0366,-0.1967,없음
눈여아,엘풍,88,77,2.000,3.000,0.0068,0.8090,0.0068,,기합의띠
눈여아,저승갓숭,88,78,3.000,3.000,0.2043,0.4378,0.2043,,먹다남은음식
